CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,InternetService,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
69,0.492,1,0.4875,0.5015,30,0.3465,116.24,1095.59,0.3285,0.2465,0.4965
70,0.492,0,0.4875,0.4985,0,0.321,109.02,3978.68,0.3285,0.245,0.4965
71,0.492,0,0.5125,0.4985,10,0.3465,47.03,1369.45,0.3285,0.2475,0.4965
72,0.492,0,0.5125,0.5015,3,0.3325,102.28,1026.56,0.3285,0.261,0.4965
73,0.508,1,0.5125,0.4985,70,0.321,71.83,7462.51,0.3415,0.245,0.5035
74,0.492,1,0.5125,0.5015,25,0.3325,66.18,4847.5,0.33,0.2475,0.5035
75,0.508,0,0.4875,0.5015,49,0.321,51.44,5282.73,0.3285,0.2465,0.4965
76,0.492,0,0.5125,0.4985,11,0.321,78.1,3226.31,0.3285,0.245,0.4965
77,0.492,1,0.4875,0.4985,64,0.321,92.99,7273.67,0.3415,0.2475,0.5035
78,0.492,0,0.5125,0.4985,46,0.321,61.09,5110.69,0.3285,0.2465,0.4965
79,0.508,0,0.4875,0.5015,52,0.3325,82.92,6157.98,0.3285,0.245,0.4965
80,0.492,1,0.5125,0.4985,70,0.3465,89.93,2961.13,0.3415,0.261,0.5035
81,0.508,0,0.5125,0.5015,1,0.3325,91.11,7680.89,0.3285,0.245,0.4965
82,0.492,1,0.4875,0.4985,23,0.3465,25.2,6567.28,0.3285,0.261,0.4965
83,0.508,0,0.5125,0.4985,3,0.3325,105.97,6834.51,0.3415,0.245,0.5035
84,0.492,1,0.5125,0.4985,18,0.321,65.83,1394.11,0.33,0.2465,0.4965
85,0.508,0,0.5125,0.5015,25,0.321,46.24,2182.29,0.3285,0.261,0.4965
86,0.508,0,0.4875,0.4985,39,0.3465,44.18,2299.3,0.3285,0.261,0.5035
87,0.492,1,0.5125,0.4985,49,0.3465,68.3,2181.86,0.33,0.245,0.5035
88,0.508,0,0.5125,0.5015,42,0.3325,108.68,6846.16,0.3415,0.2475,0.4965
89,0.492,1,0.4875,0.5015,66,0.3465,57.83,274.44,0.33,0.261,0.5035
90,0.492,0,0.4875,0.4985,11,0.3325,94.97,627.28,0.3285,0.245,0.5035
91,0.492,1,0.4875,0.4985,66,0.3465,29.68,2205.84,0.33,0.2465,0.4965
92,0.492,1,0.5125,0.4985,26,0.3465,67.61,1614.99,0.3415,0.245,0.5035
93,0.492,1,0.5125,0.5015,53,0.3465,119.17,1870.24,0.3285,0.245,0.4965
94,0.492,1,0.5125,0.5015,65,0.321,97.04,6387.59,0.3415,0.261,0.5035
95,0.492,0,0.4875,0.5015,48,0.321,41.05,4513.75,0.3415,0.2475,0.5035
96,0.492,0,0.5125,0.5015,15,0.3325,70.14,66.05,0.33,0.2465,0.4965
97,0.492,1,0.5125,0.4985,1,0.3465,43.36,3446.0,0.33,0.261,0.4965
98,0.492,1,0.4875,0.5015,59,0.3325,60.96,3274.92,0.3415,0.261,0.4965
99,0.492,1,0.4875,0.5015,53,0.3465,98.01,929.28,0.3415,0.261,0.5035
100,0.508,0,0.4875,0.5015,29,0.321,97.12,5415.61,0.3285,0.2465,0.4965
101,0.508,0,0.4875,0.4985,37,0.321,42.81,5622.74,0.3415,0.2475,0.4965
102,0.492,0,0.4875,0.4985,27,0.3465,112.22,5772.73,0.3415,0.2465,0.5035
103,0.492,0,0.5125,0.5015,24,0.3465,79.26,5833.2,0.33,0.2465,0.5035
104,0.492,1,0.4875,0.5015,9,0.321,57.99,20.42,0.3415,0.2475,0.5035
105,0.492,1,0.5125,0.4985,59,0.321,70.19,7632.29,0.3415,0.2465,0.4965
106,0.492,1,0.5125,0.4985,41,0.3325,80.51,6517.39,0.33,0.245,0.5035
107,0.492,0,0.4875,0.4985,39,0.321,75.99,7233.77,0.3285,0.2465,0.5035
108,0.492,0,0.4875,0.4985,41,0.3465,68.64,144.83,0.33,0.261,0.4965
109,0.492,0,0.4875,0.4985,46,0.3325,70.49,7472.19,0.33,0.2465,0.5035
110,0.508,1,0.5125,0.4985,36,0.3465,37.64,6482.11,0.3415,0.261,0.5035
111,0.492,1,0.4875,0.4985,21,0.3325,101.27,6701.01,0.3415,0.2465,0.4965
112,0.508,0,0.4875,0.4985,56,0.3465,74.18,764.43,0.3285,0.261,0.5035
113,0.492,1,0.4875,0.5015,26,0.321,33.11,5915.45,0.3415,0.261,0.4965
114,0.492,0,0.4875,0.5015,40,0.3465,96.62,7680.14,0.3285,0.261,0.4965
115,0.508,0,0.4875,0.5015,33,0.3325,113.24,5434.81,0.3285,0.2475,0.4965
116,0.492,1,0.5125,0.5015,31,0.3465,114.73,4573.08,0.3285,0.2465,0.4965
117,0.508,0,0.5125,0.5015,65,0.3325,56.9,7566.12,0.3285,0.2465,0.4965
118,0.492,1,0.5125,0.5015,11,0.3465,33.55,3554.64,0.3415,0.245,0.5035
119,0.492,0,0.4875,0.4985,39,0.321,71.84,4802.36,0.33,0.245,0.4965
120,0.508,1,0.4875,0.4985,9,0.321,31.26,3821.18,0.33,0.245,0.4965
121,0.492,1,0.4875,0.5015,47,0.3465,113.4,7464.11,0.3415,0.2465,0.4965
122,0.508,1,0.5125,0.5015,19,0.3465,38.36,627.16,0.3415,0.2475,0.4965
123,0.492,0,0.4875,0.4985,38,0.3465,45.28,4018.94,0.3285,0.261,0.5035
124,0.508,0,0.4875,0.4985,59,0.3325,60.66,5501.88,0.3415,0.2465,0.5035
125,0.508,1,0.4875,0.4985,65,0.3465,58.32,6339.41,0.33,0.2475,0.5035
126,0.492,1,0.5125,0.5015,64,0.3465,99.47,4672.49,0.3415,0.2475,0.4965
127,0.492,0,0.4875,0.4985,50,0.3325,65.63,7273.16,0.3415,0.2465,0.5035
128,0.508,0,0.5125,0.5015,35,0.321,37.08,7537.09,0.3285,0.261,0.5035
129,0.492,0,0.4875,0.5015,23,0.3465,46.72,533.27,0.3285,0.2475,0.4965
130,0.492,1,0.5125,0.4985,26,0.3465,70.91,3230.92,0.3285,0.2465,0.4965
131,0.492,0,0.5125,0.4985,1,0.321,34.75,207.2,0.3285,0.261,0.5035
132,0.508,0,0.5125,0.5015,30,0.321,81.17,2648.74,0.33,0.245,0.5035
133,0.508,1,0.4875,0.4985,56,0.3325,76.57,4304.21,0.3415,0.2475,0.5035
134,0.508,0,0.4875,0.4985,65,0.3465,91.47,7288.14,0.3415,0.2475,0.5035
135,0.508,0,0.5125,0.5015,28,0.3465,113.77,6775.5,0.3285,0.2465,0.4965
136,0.508,0,0.5125,0.4985,14,0.3325,111.23,1037.45,0.33,0.2465,0.4965
137,0.508,1,0.4875,0.5015,11,0.321,114.61,762.38,0.33,0.261,0.4965
138,0.508,1,0.4875,0.5015,27,0.3325,44.47,4722.35,0.3415,0.245,0.4965
139,0.508,1,0.5125,0.4985,23,0.321,33.16,4266.3,0.3285,0.245,0.4965
140,0.508,1,0.4875,0.5015,20,0.3325,50.23,2145.69,0.3415,0.2465,0.5035
141,0.492,1,0.4875,0.5015,9,0.321,109.51,7197.64,0.3415,0.2465,0.4965
142,0.508,1,0.4875,0.4985,17,0.3325,117.21,7420.38,0.33,0.261,0.4965
143,0.492,1,0.4875,0.4985,13,0.321,105.93,3232.84,0.33,0.2465,0.5035
144,0.492,0,0.5125,0.4985,33,0.321,31.0,7124.61,0.3415,0.261,0.4965
145,0.492,0,0.4875,0.5015,57,0.321,114.74,3083.91,0.3285,0.261,0.5035
146,0.508,1,0.4875,0.5015,21,0.321,62.34,5899.8,0.3285,0.245,0.4965
147,0.508,0,0.5125,0.4985,69,0.321,20.93,3818.02,0.3415,0.261,0.4965
148,0.508,0,0.5125,0.5015,35,0.3465,64.24,998.21,0.3415,0.245,0.4965
149,0.508,1,0.4875,0.4985,44,0.321,24.61,7424.91,0.3285,0.245,0.5035
150,0.492,0,0.4875,0.4985,35,0.3465,74.39,3643.69,0.3285,0.245,0.4965
151,0.508,0,0.4875,0.5015,21,0.321,53.86,5881.21,0.3285,0.2465,0.5035
152,0.508,0,0.4875,0.4985,60,0.3465,67.34,2950.05,0.3415,0.245,0.4965
153,0.508,0,0.5125,0.5015,55,0.3465,81.32,170.67,0.33,0.261,0.4965
154,0.508,0,0.5125,0.5015,32,0.3325,106.88,822.23,0.3285,0.2465,0.5035
155,0.508,1,0.5125,0.4985,44,0.321,86.19,3979.83,0.3285,0.261,0.5035
156,0.492,1,0.4875,0.5015,35,0.3325,63.4,5525.92,0.3285,0.2465,0.4965
157,0.508,1,0.4875,0.4985,19,0.3325,101.94,2691.19,0.3415,0.261,0.5035
158,0.492,0,0.4875,0.5015,17,0.321,110.56,5570.0,0.33,0.2475,0.4965
159,0.508,1,0.4875,0.5015,37,0.3325,31.98,5595.11,0.33,0.2475,0.4965
160,0.492,0,0.5125,0.5015,66,0.321,73.19,5637.41,0.3285,0.2475,0.5035
161,0.508,0,0.5125,0.4985,22,0.3325,48.45,3950.32,0.3415,0.261,0.5035
162,0.508,0,0.4875,0.5015,15,0.321,24.71,7320.79,0.33,0.2465,0.5035
163,0.492,0,0.5125,0.4985,58,0.321,86.85,3923.79,0.3415,0.245,0.4965
164,0.492,1,0.4875,0.5015,68,0.321,106.28,3613.12,0.33,0.245,0.5035
165,0.492,1,0.4875,0.5015,67,0.3465,36.29,1611.06,0.3285,0.261,0.4965
166,0.508,0,0.5125,0.4985,20,0.3325,101.24,2475.09,0.3415,0.261,0.5035
167,0.492,1,0.4875,0.4985,69,0.3465,105.34,357.83,0.3285,0.261,0.5035
168,0.508,0,0.4875,0.4985,11,0.3325,111.43,5075.61,0.33,0.261,0.5035
169,0.508,1,0.5125,0.4985,15,0.3325,46.53,2003.32,0.33,0.245,0.5035
170,0.492,1,0.4875,0.4985,13,0.3325,110.4,2447.16,0.3285,0.2465,0.5035
171,0.492,0,0.4875,0.5015,60,0.3465,52.07,6171.1,0.33,0.245,0.4965
172,0.508,1,0.5125,0.5015,70,0.3325,75.23,2631.23,0.3285,0.261,0.5035
173,0.508,0,0.4875,0.4985,45,0.3465,25.05,1952.72,0.3285,0.2475,0.5035
174,0.492,1,0.5125,0.5015,31,0.321,24.39,1369.08,0.3285,0.245,0.4965
175,0.492,0,0.4875,0.5015,14,0.3325,92.04,6203.37,0.33,0.2475,0.4965
176,0.492,0,0.5125,0.5015,43,0.3325,64.45,1055.06,0.3415,0.2475,0.4965
177,0.508,1,0.5125,0.4985,16,0.321,45.63,3640.96,0.3285,0.261,0.4965
178,0.508,1,0.5125,0.5015,40,0.321,39.04,4065.3,0.3415,0.245,0.5035
179,0.508,0,0.4875,0.5015,53,0.3325,87.0,5505.37,0.33,0.2465,0.5035
180,0.508,1,0.5125,0.5015,43,0.321,20.04,5073.6,0.33,0.245,0.4965
181,0.508,1,0.5125,0.4985,4,0.3465,100.59,6489.55,0.3415,0.2465,0.5035
182,0.508,0,0.5125,0.5015,26,0.3465,27.92,377.12,0.3285,0.2465,0.4965
183,0.492,0,0.5125,0.5015,42,0.3325,39.15,2385.6,0.33,0.261,0.4965
184,0.508,1,0.5125,0.4985,30,0.3465,58.62,2255.47,0.3285,0.2465,0.5035
185,0.508,0,0.4875,0.4985,16,0.3465,68.49,1185.21,0.3285,0.245,0.5035
186,0.508,0,0.4875,0.5015,53,0.3325,55.5,2327.64,0.3415,0.245,0.4965
187,0.492,0,0.4875,0.5015,61,0.321,52.07,2491.93,0.33,0.2475,0.5035
188,0.508,1,0.4875,0.4985,31,0.3325,116.39,4184.64,0.3415,0.2465,0.4965
189,0.508,1,0.4875,0.4985,39,0.3465,84.16,5316.36,0.33,0.261,0.4965
190,0.492,0,0.4875,0.4985,12,0.3325,22.34,3061.18,0.3415,0.261,0.4965
191,0.508,1,0.4875,0.4985,34,0.3325,63.02,5761.37,0.33,0.245,0.4965
192,0.508,0,0.5125,0.4985,4,0.3465,107.5,2702.6,0.33,0.2465,0.5035
193,0.508,1,0.4875,0.4985,28,0.3465,50.15,2336.46,0.33,0.261,0.4965
194,0.508,0,0.5125,0.4985,69,0.3325,29.46,4338.68,0.3285,0.2465,0.4965
195,0.508,0,0.5125,0.5015,24,0.3465,95.84,209.26,0.3285,0.2465,0.4965
196,0.492,1,0.4875,0.4985,21,0.3465,80.6,656.72,0.3415,0.2475,0.5035
197,0.492,0,0.5125,0.4985,65,0.3465,77.03,3355.4,0.3415,0.261,0.4965
198,0.492,1,0.5125,0.5015,44,0.3465,25.36,7544.44,0.33,0.2475,0.4965
199,0.508,1,0.5125,0.4985,68,0.3465,34.05,5777.66,0.33,0.261,0.5035
200,0.508,0,0.5125,0.4985,71,0.3465,82.25,723.25,0.3285,0.2465,0.4965
201,0.508,0,0.4875,0.5015,0,0.321,40.78,6773.62,0.3285,0.261,0.4965
202,0.492,1,0.4875,0.4985,43,0.3325,70.41,5863.76,0.3285,0.245,0.4965
203,0.508,0,0.4875,0.5015,38,0.3465,74.49,4895.35,0.3415,0.2465,0.4965
204,0.508,0,0.4875,0.5015,53,0.3325,48.35,6565.94,0.3285,0.261,0.5035
205,0.492,0,0.4875,0.5015,28,0.321,114.84,3244.8,0.3415,0.2475,0.5035
206,0.508,0,0.4875,0.5015,53,0.3465,104.25,1787.58,0.3285,0.2475,0.5035
207,0.492,0,0.4875,0.4985,15,0.3325,92.24,4105.95,0.3285,0.2465,0.4965
208,0.492,1,0.4875,0.5015,19,0.3465,27.8,4399.76,0.33,0.2475,0.5035
209,0.492,1,0.4875,0.5015,45,0.3465,30.61,4315.84,0.3415,0.2465,0.5035
210,0.508,0,0.4875,0.4985,66,0.3465,69.28,4529.29,0.3285,0.2465,0.4965
211,0.508,0,0.5125,0.5015,64,0.3465,36.07,7590.67,0.33,0.2465,0.5035
212,0.508,0,0.4875,0.5015,57,0.3465,117.83,7219.92,0.3415,0.261,0.5035
213,0.508,1,0.5125,0.5015,52,0.3465,35.85,7008.22,0.3415,0.2465,0.5035
214,0.508,0,0.5125,0.5015,0,0.3465,68.75,6415.31,0.3285,0.2475,0.4965
215,0.508,1,0.5125,0.4985,65,0.321,56.41,7548.56,0.3415,0.245,0.4965
216,0.508,1,0.5125,0.5015,28,0.321,83.94,805.99,0.33,0.261,0.5035
217,0.492,1,0.4875,0.4985,69,0.3465,32.9,2135.68,0.33,0.2475,0.5035
218,0.508,0,0.5125,0.4985,7,0.3465,63.03,3970.55,0.3415,0.2465,0.4965
219,0.492,1,0.4875,0.5015,28,0.321,47.47,6775.35,0.33,0.2465,0.4965
220,0.508,0,0.4875,0.5015,50,0.321,108.78,4051.22,0.3415,0.245,0.4965
221,0.508,1,0.5125,0.5015,32,0.321,24.06,5989.32,0.33,0.2475,0.4965
222,0.508,0,0.4875,0.5015,2,0.3465,111.37,1128.9,0.3415,0.261,0.5035
223,0.492,1,0.5125,0.4985,59,0.3325,103.3,2034.26,0.3415,0.2475,0.4965
224,0.492,0,0.5125,0.4985,34,0.3325,49.76,5859.57,0.3415,0.2465,0.5035
225,0.492,1,0.4875,0.4985,68,0.3325,98.93,1334.58,0.33,0.261,0.4965
226,0.492,0,0.4875,0.5015,19,0.3325,23.12,2823.82,0.3415,0.2465,0.4965
227,0.508,0,0.5125,0.4985,38,0.3465,116.69,2133.63,0.3415,0.2465,0.4965
228,0.492,0,0.4875,0.5015,3,0.3325,72.66,2811.9,0.3285,0.2475,0.4965
229,0.508,0,0.4875,0.5015,18,0.321,50.33,5672.43,0.3285,0.245,0.5035
230,0.508,1,0.4875,0.5015,44,0.321,56.26,2955.42,0.3415,0.2465,0.5035
231,0.492,1,0.5125,0.5015,42,0.3325,26.64,4451.0,0.3285,0.2475,0.5035
232,0.492,0,0.5125,0.5015,12,0.321,118.93,817.46,0.3415,0.261,0.4965
233,0.492,1,0.4875,0.4985,12,0.3465,23.93,6444.04,0.3285,0.245,0.5035
234,0.492,0,0.4875,0.4985,59,0.3325,85.49,2971.71,0.33,0.2465,0.4965
235,0.492,0,0.4875,0.5015,56,0.3325,64.27,5195.3,0.33,0.2465,0.4965
236,0.492,1,0.4875,0.4985,51,0.3465,114.89,5808.61,0.3415,0.261,0.5035
237,0.492,0,0.4875,0.5015,52,0.321,44.6,1693.09,0.3415,0.2475,0.4965
238,0.492,0,0.5125,0.5015,42,0.3465,73.21,7079.71,0.33,0.2465,0.4965
239,0.508,1,0.4875,0.5015,71,0.3465,68.24,4937.47,0.33,0.261,0.5035
240,0.492,0,0.5125,0.4985,71,0.321,90.29,3441.23,0.3285,0.2465,0.4965
241,0.492,0,0.4875,0.5015,41,0.3465,26.8,1475.03,0.3415,0.2475,0.4965
242,0.508,0,0.5125,0.5015,25,0.321,39.38,7539.56,0.33,0.245,0.5035
243,0.492,0,0.4875,0.4985,22,0.321,41.46,6045.44,0.33,0.2475,0.5035
244,0.508,1,0.5125,0.4985,42,0.3465,93.82,1680.04,0.3415,0.2475,0.4965
245,0.508,1,0.4875,0.4985,27,0.321,38.91,2714.93,0.3285,0.2475,0.5035
246,0.492,1,0.5125,0.5015,8,0.3465,77.35,6481.2,0.3285,0.261,0.4965
247,0.508,0,0.5125,0.5015,19,0.321,41.52,5571.51,0.3285,0.2465,0.5035
248,0.508,0,0.5125,0.4985,55,0.3325,106.16,6130.96,0.3285,0.245,0.4965
249,0.508,1,0.5125,0.5015,38,0.321,114.22,3540.78,0.33,0.261,0.5035
250,0.508,0,0.5125,0.4985,50,0.321,71.85,5737.48,0.3415,0.2475,0.5035
251,0.492,0,0.5125,0.4985,11,0.3465,55.23,3104.22,0.3415,0.245,0.4965
252,0.508,0,0.4875,0.5015,54,0.321,43.41,1705.88,0.33,0.2475,0.5035
253,0.492,0,0.5125,0.5015,10,0.3325,24.98,5068.76,0.33,0.2475,0.5035
254,0.508,1,0.4875,0.4985,25,0.3325,46.85,7808.59,0.33,0.2475,0.4965
255,0.508,1,0.4875,0.4985,41,0.321,85.42,2498.6,0.3415,0.245,0.5035
256,0.508,1,0.4875,0.4985,26,0.321,73.36,3698.54,0.3415,0.2465,0.5035
257,0.508,0,0.4875,0.4985,10,0.3325,114.4,5398.53,0.3415,0.2475,0.5035
258,0.492,1,0.4875,0.5015,37,0.3465,59.63,4341.22,0.3285,0.2465,0.4965
259,0.492,1,0.5125,0.4985,42,0.3325,89.39,6750.55,0.33,0.245,0.5035
260,0.508,0,0.5125,0.4985,18,0.3325,68.93,6098.71,0.33,0.245,0.4965
261,0.508,0,0.5125,0.4985,63,0.321,71.26,485.21,0.33,0.2475,0.4965
262,0.492,1,0.4875,0.5015,5,0.321,46.78,7987.4,0.3415,0.2465,0.5035
263,0.508,1,0.5125,0.5015,45,0.3325,65.5,6024.17,0.33,0.2465,0.4965
264,0.508,1,0.5125,0.4985,41,0.3465,67.08,6913.95,0.33,0.2475,0.4965
265,0.508,1,0.5125,0.5015,64,0.3325,90.66,5216.56,0.3285,0.261,0.4965
266,0.492,0,0.5125,0.5015,71,0.3325,114.06,6853.16,0.3415,0.261,0.4965
267,0.492,1,0.5125,0.5015,58,0.3465,52.93,916.82,0.33,0.245,0.5035
268,0.492,1,0.4875,0.4985,51,0.3325,24.22,2794.95,0.3415,0.245,0.5035
269,0.508,0,0.5125,0.4985,46,0.3325,69.63,7013.84,0.3415,0.261,0.5035
270,0.508,1,0.4875,0.5015,6,0.321,74.45,1629.21,0.3415,0.261,0.4965
271,0.492,0,0.4875,0.4985,10,0.3465,36.84,644.37,0.3285,0.261,0.4965
272,0.492,0,0.4875,0.4985,60,0.321,96.05,6309.19,0.3415,0.2475,0.5035
273,0.492,0,0.4875,0.5015,67,0.321,118.49,6687.18,0.3415,0.2475,0.4965
274,0.492,1,0.4875,0.5015,24,0.3465,114.58,1317.96,0.3415,0.2475,0.5035
275,0.508,1,0.5125,0.4985,11,0.3465,39.71,6837.68,0.33,0.2475,0.4965
276,0.492,0,0.5125,0.5015,25,0.3325,107.54,5500.41,0.3285,0.2475,0.5035
277,0.508,1,0.5125,0.4985,11,0.321,90.45,4170.26,0.33,0.2475,0.5035
278,0.492,1,0.4875,0.4985,42,0.3465,65.38,6645.4,0.3285,0.245,0.5035
279,0.508,0,0.5125,0.5015,50,0.321,74.06,3365.61,0.3285,0.2465,0.4965
280,0.492,0,0.5125,0.4985,36,0.321,104.96,1568.07,0.3415,0.245,0.5035
281,0.492,1,0.4875,0.4985,45,0.3465,68.01,2293.12,0.3415,0.2465,0.4965
282,0.492,0,0.4875,0.5015,52,0.3325,57.32,4051.21,0.33,0.245,0.4965
283,0.492,1,0.4875,0.5015,12,0.321,69.32,4260.02,0.3285,0.245,0.5035
284,0.508,1,0.4875,0.5015,53,0.3465,77.91,6448.53,0.3415,0.2475,0.5035
285,0.492,1,0.5125,0.4985,56,0.3325,38.91,6334.99,0.3415,0.2475,0.4965
286,0.508,1,0.4875,0.5015,3,0.321,110.09,4659.31,0.3415,0.2465,0.4965
287,0.508,0,0.4875,0.5015,48,0.3465,87.42,6250.67,0.3415,0.2465,0.5035
288,0.508,0,0.5125,0.5015,6,0.321,83.33,1550.35,0.33,0.2475,0.5035
289,0.508,0,0.5125,0.5015,10,0.3465,29.95,419.51,0.33,0.245,0.4965
